Probe_Set_ID,DHF_102,DHF_111,DF_121,DHF_125,DHF_128,DF_129,DHF_145,DF_164,DHF_165,DF_171,ND_195,ND_199,DHF_206,ND_216,DHF_235,ND_237,ND_239,DF_243,ND_251,ND_269,DHF_277,DHF_307,DF_310,ND_317,DF_330,DF_331
200074_s_at,8.847460503,8.970432074,8.132030586,8.686480166,8.516793111,8.775750218,8.492716056,8.730480327,8.423387879,8.904888006,8.960095372,8.654865997,8.84039201,8.709498082,8.555066844,9.163720351,8.63055759,8.833958225,7.769251859,8.790619126,8.845474834,8.925893062,8.700281121,8.958861644,8.714846612,8.598810044
200077_s_at,9.077254594,9.127578136,9.286421396,9.497344715,9.087426697,9.222792521,8.712644837,9.497082002,8.708457971,9.195196277,9.16118164,9.035272444,9.140153931,9.139638899,8.758113791,9.321890691,8.765723748,9.083370264,9.755700747,9.503054761,9.140486416,9.034557392,9.042347665,8.831156857,9.386484555,8.977095978
200080_s_at,9.075722675,9.128913373,9.13101574,9.545397322,9.294479294,9.202257796,8.706357947,9.377446763,8.666784924,9.06049375,9.294267832,9.109436577,9.153336064,9.100358081,8.757642137,9.412105014,8.736553596,9.060342723,9.683445437,9.362906941,9.075585374,8.943075117,8.954686542,8.803589438,9.230309652,8.929620673
200081_s_at,9.465509583,9.482479781,8.175885282,8.450946546,8.55111141,9.394194088,8.801469471,9.109657787,8.738158372,9.350632609,9.362692292,8.682232941,9.361394835,9.245311685,8.777986993,9.42259283,8.892680076,9.170361772,8.479948125,8.764443818,9.340051978,9.292823177,9.08931333,9.149443213,9.088432591,9.065464878
200085_s_at,7.285369459,7.451822237,7.211925669,7.943960108,7.420578905,7.968180986,7.461180516,7.655343295,7.386594757,7.194737106,7.181439842,7.887546493,7.374691709,7.70341392,7.455009259,7.931105083,7.363279587,7.350901454,7.166420402,8.350996921,7.235114691,6.968379901,6.927949986,6.864012356,7.613078035,6.978959038
200086_s_at,8.31102966,8.455721961,8.300106262,8.539971778,8.351067766,8.595782536,8.093828843,8.650727084,8.195388853,8.114324709,8.60822149,8.556240813,8.371797409,8.563905007,8.141335428,8.848222068,8.237161778,8.418808289,8.357000965,8.74714551,8.201824696,8.027019507,8.190770291,8.076701761,8.538758969,8.089329088
200087_s_at,8.39568071,8.450326629,7.588526188,8.225851096,7.999779246,8.265830191,8.215466284,7.710877313,7.906031446,8.371889924,8.081722381,7.645875825,8.632662441,7.927143969,8.044850829,7.505712273,7.760296512,8.325742087,7.565119829,7.74979649,8.608111925,8.159632141,8.13689863,7.860339367,7.805393122,8.264105764
200088_x_at,9.369265351,9.452376333,9.293853972,9.710388123,9.277625119,9.381474583,8.976186428,9.5740803,8.952475968,9.338654428,9.631737883,9.511910557,9.340736856,9.320816779,9.002208578,9.915411183,9.145321736,9.306459316,9.882115795,9.696143529,9.188452572,9.307076807,9.194647886,9.239433046,9.383394115,9.061236933
200089_s_at,9.11224231,9.115469096,8.50744584,9.658813883,9.481115321,9.242885003,8.787647718,9.166973475,8.88055771,8.713319029,9.179056082,9.292638995,9.10160751,8.914115245,8.838203651,9.552539038,8.865368112,9.042785253,9.258444587,9.274713254,8.934652744,8.844927362,8.7539398,8.993799972,9.302272124,8.638117953
200090_at,8.71098208,8.75490215,8.727373076,8.261164813,8.446985296,8.977184363,8.395138545,8.218274895,8.555856057,8.632074243,8.621787414,8.420792417,8.648712561,8.182754885,8.640206967,8.510551182,8.528667113,8.639605495,8.440052934,8.620904348,8.709052453,8.713220395,8.606521881,8.490643856,8.850316971,8.642168081
200091_s_at,9.008823763,9.15004882,8.723979693,9.224450356,9.109602489,9.034032695,8.666716036,9.133016465,8.701346403,9.01458093,9.255112953,9.024745464,8.910693675,9.00524546,8.707615184,9.487994836,8.827702724,9.000816155,9.512864258,9.301532995,9.009092844,8.926132258,8.962622326,9.002565613,9.143463118,8.996899596
200092_s_at,9.368411927,9.460600912,9.418654509,9.778479731,9.39666225,9.450962283,8.861633598,9.620640439,8.798786767,9.415792346,9.633796009,9.471426897,9.479282952,9.357190179,8.94009211,9.829674152,9.008579082,9.369819687,10.14461639,9.689805351,9.228632054,9.341701912,9.213754537,9.197640063,9.41053459,9.154214366
200093_s_at,7.950678662,8.051340933,7.181439842,8.264389083,7.771783826,8.258344739,7.843691763,7.858254182,7.53369371,7.859258703,7.900599562,8.410298166,8.019579899,8.022765713,7.952650285,8.355144739,7.888634531,7.953177739,7.746041225,7.968804147,7.9423267,7.75439578,7.753923931,7.787755401,7.379507379,7.494318974
200094_s_at,7.961927926,7.963912296,7.446701778,9.077494459,8.553216491,8.14928395,7.671454115,8.119219949,7.63346645,7.283791576,8.105216932,8.602912067,7.774939797,7.858988354,7.777918299,8.742829633,7.99490209,7.997091343,8.129587648,8.176953868,7.556950572,7.609911754,7.56589685,7.825045511,7.730921441,7.269407814
200095_x_at,9.576038484,9.643297423,9.553099945,10.07477765,9.655436366,9.718620759,9.054201049,9.944523924,9.111591286,9.606562899,9.844554624,9.69685691,9.504672782,9.527622508,9.1436021,10.06966702,9.219488401,9.577023071,10.2941131,9.937396104,9.469345154,9.46445532,9.437165139,9.423199217,9.661071983,9.395690671
200096_s_at,7.599050746,7.625741403,7.902931126,7.215092909,7.204000582,7.648310717,7.75645216,7.808526199,7.906436729,8.006867443,7.029087564,7.53796266,7.906473565,8.117580922,8.134232939,7.484705665,7.988644776,7.712935663,6.591124885,8.203605104,7.98480339,7.922007219,8.084469933,7.991998154,8.440916716,8.043856012
200097_s_at,8.127050099,8.072841714,7.521372121,6.912643313,7.657235533,7.811487482,7.802781516,7.718729939,7.853255237,8.036249942,8.342125263,7.084226422,8.002928327,8.006067523,7.868981135,7.474545271,7.711683259,7.793586803,7.223514474,7.030857476,7.993890046,8.12699101,7.844162314,7.993687514,7.435024955,8.042828065
200098_s_at,7.978619458,8.071405964,7.645302047,8.995140188,8.438496244,8.384644173,8.11993432,8.169279753,7.967903901,8.15075647,7.975770894,8.446985296,8.3171312,8.041863403,8.11015685,8.304593854,8.137132638,8.298415098,7.819997828,8.268834391,8.32777451,8.116805173,8.170836262,7.881484386,8.119130617,7.923818945
200099_s_at,9.181940897,9.264800148,8.413298268,9.410149788,9.103200496,9.293568769,8.970139671,9.486114323,8.727210976,8.894546849,9.460608698,9.372331662,9.122011764,9.200845437,8.892006634,9.745071958,8.986546609,9.149305041,9.024348086,9.30614134,9.087381465,9.06011033,8.888536034,9.248300676,9.060993137,8.650744584
200594_x_at,8.254190723,8.196987927,7.733377044,7.76662874,7.737834314,8.284352777,8.004131737,7.637909185,7.755338813,8.246617304,8.236049696,7.827280773,8.275580124,7.651643101,8.180404905,7.540462196,7.791274855,8.283443594,7.603897969,7.565741494,8.242861603,8.290091818,8.088101153,8.187605204,7.892489398,8.114683711
200598_s_at,7.537696384,5.992963423,6.235978124,7.180831199,7.194211601,6.413295009,6.729585093,6.545205972,7.682758906,7.351799869,5.986200717,5.272999559,6.840011627,6.274385302,6.544199574,5.426710581,5.973045962,7.174877437,5.389984555,3.797733859,8.40198434,7.193986299,7.37719625,5.443715569,5.25593165,5.793013608
200599_s_at,8.446019372,8.419844936,7.349423732,8.901053249,8.775827431,7.949056201,8.593857892,7.84885569,8.159002814,8.447993156,8.333150154,7.209118338,8.827629413,7.759699471,8.51002758,7.156566577,8.404919949,8.430545385,5.40222683,7.244513189,8.96684104,8.419028943,8.400457108,6.998235632,7.109470883,7.400437299
200600_at,8.650604577,8.626477997,8.43237577,7.669495251,7.690286021,8.703108284,8.137863557,8.23710885,8.141277177,8.451694209,8.623695055,8.071062327,8.557048319,8.441413053,8.231056591,7.770012122,8.078409121,8.635385032,8.421474928,8.131707166,8.518412448,8.409452067,8.205628179,8.500677556,8.204152284,8.82392761
200610_s_at,8.057694195,8.010093949,7.300945356,8.225208543,7.764593202,7.693116944,8.08862321,7.358830898,7.668748006,7.715970702,7.534442093,8.018164378,8.086164091,7.647738334,8.28468089,7.272814972,8.084624066,7.702872233,6.995033287,7.395598826,7.593223048,7.81197343,7.677585684,7.836211708,7.219275941,7.399764988
200614_at,7.881333305,7.860879261,7.861842634,8.403688491,8.076266695,8.115819701,8.07530266,7.886870564,7.83605363,8.011653572,7.515235633,8.104099056,8.063661158,7.996182543,8.014236526,7.426430018,7.997965704,8.170949368,7.692934545,8.059623934,7.845416037,7.816376677,7.845729222,7.554072872,7.576660995,7.427738841
200625_s_at,8.273668345,8.225208543,8.51320525,8.344409999,8.141481041,8.620597796,8.165960554,8.555875298,7.910663977,8.229937695,8.078998259,8.713269713,8.437457103,8.433659397,8.208682365,8.145752627,8.179928641,8.527262327,8.65278995,8.73952041,8.127729377,8.070093259,8.072935279,8.035764545,8.579435328,8.047349549
200627_at,8.189105704,8.304544377,8.073402969,8.397440718,8.251403065,8.519769869,8.225851096,8.182391559,8.009097172,8.160746793,8.173434473,8.49603084,8.472237666,8.263410004,8.346333694,7.921063823,8.274739392,8.401310848,7.552237288,8.297842438,8.15570669,8.219487719,8.26762866,8.001154001,8.323802598,8.049682452
200628_s_at,5.520660598,5.712081277,7.643722457,6.550508743,6.326507191,5.627621114,6.586998899,8.236288103,5.942011663,7.184174159,6.09017802,6.974665984,6.847580556,7.231142276,7.060132959,4.670021158,5.893300298,6.203749355,6.444608091,6.221980853,6.335231541,6.181671598,7.482400415,5.729125282,7.573788167,6.950144045
200629_at,7.53977146,7.793710507,9.018089684,7.991321609,8.104824307,7.160302281,8.096177802,9.584239131,7.953072271,8.570563328,7.336871807,8.387631054,8.205846644,8.586532669,8.542724477,6.663260402,7.804373775,7.88329557,8.701146749,8.056014508,7.623446424,7.690011635,8.575763941,7.083639494,8.902618844,8.048213038
200630_x_at,8.019908803,7.992437662,7.583298414,9.095142741,8.351846739,8.006834125,7.790530592,7.739228589,7.517357794,7.769843225,7.723650925,8.835661468,8.031677876,7.701290634,7.557472902,8.178947383,7.481104896,7.926530394,8.528568249,7.416919523,7.627690436,7.814278463,7.476698856,7.579065765,7.393816788,7.447343271
200631_s_at,8.426327122,8.277386579,7.560392916,7.768194977,7.454951404,8.205546242,8.119339046,7.772247326,7.740273021,8.424661149,8.258603793,8.123320629,8.610173386,8.128762176,8.07986583,7.759059389,8.01908634,8.451267041,7.380692102,7.474091293,8.463201523,8.489513622,8.101859549,8.373623007,7.718596602,7.976114524
200632_s_at,6.87853242,6.95301541,7.194211601,6.306640184,6.431331082,7.234465738,7.010943437,7.080278993,7.137755271,7.142273888,8.198694459,6.827845896,7.047430261,7.587411869,7.19142933,6.790996718,6.987397907,7.068257176,6.824699704,7.525424318,7.028024111,6.977001452,7.363469803,7.452460454,7.313020367,7.773720669
200633_at,9.478648475,9.569859268,9.632905111,9.960515124,9.514842688,9.516316582,8.92837526,9.703889615,8.975187497,9.650290639,9.748399767,9.636881806,9.530102338,9.459557046,8.966407206,9.881921672,9.062095552,9.509711362,10.14578254,9.843610151,9.394418718,9.433459923,9.388344288,9.174226029,9.518119146,9.269759562
200634_at,7.633805179,7.659972933,6.81925188,5.949860997,5.682218297,7.803680025,7.360103973,6.714777142,6.894872653,7.502683052,7.130578779,6.67645354,7.775149841,7.315284921,7.53764312,5.981919134,6.940706379,7.677168815,6.46987028,6.348964151,7.513218129,7.342002189,6.716594774,7.565482514,6.865160881,7.134173463
200638_s_at,8.361638193,8.360001225,7.34601021,7.064588073,6.687607237,8.145259567,8.192847135,7.141324296,7.460777951,8.295573478,8.41602388,7.093902841,8.354862479,7.996283561,8.098794808,6.635552777,7.651833188,8.237055919,6.586861072,7.225918059,8.352577949,8.388882433,7.958856585,8.14612951,7.571422154,7.973052051
200639_s_at,9.091421692,9.245852293,8.878469533,9.095658772,8.668522753,9.04154295,8.631075295,8.915177051,8.49423158,9.00101343,9.321684947,8.929157136,9.163709874,8.907747687,8.705993714,8.957175662,8.60272848,9.085241894,9.32351726,8.940825603,9.066319875,8.895999422,8.897668643,8.926676881,9.054189359,8.918931363
200640_at,8.634727307,8.683470051,8.199958717,8.303257121,7.985416281,8.43791186,8.356202505,8.378413766,8.084963075,8.602912067,8.843398619,8.245830563,8.640224652,8.446470253,8.389177985,8.205491613,8.315737744,8.664785268,7.944633998,8.45519012,8.666250924,8.687037227,8.391244407,8.542802457,8.330405677,8.512944177
200642_at,8.301918598,8.454487656,7.770349832,7.992978331,7.901007052,8.426414728,8.292773827,7.623641947,7.540143454,8.287956112,8.140344694,8.237320546,8.301943402,8.038479742,8.296920515,7.601402335,8.007466963,8.283367792,7.332500002,7.500750578,8.217573481,8.256477567,8.151535163,8.101314045,7.906584064,8.248999972
200645_at,8.007600141,8.006734167,8.705927476,7.944846711,7.919974181,8.029823644,7.959799932,8.883418386,8.160032415,7.986946867,8.50000634,8.286168667,8.110727583,8.773214304,8.152745259,8.318547112,8.235068979,8.054331994,8.789675328,8.77707746,7.909048705,7.585179499,7.959241019,8.124535714,8.513666982,7.851155213
200647_x_at,7.82120197,7.286807963,6.832169292,8.512381634,7.45760929,7.809460153,7.938267155,7.746560032,7.390057964,7.786551806,7.491645474,8.540558094,7.664956488,7.388018597,8.119041277,7.833243583,7.866377266,8.180012704,5.605434352,8.157255789,7.621538073,7.373688134,7.322708565,7.725330038,7.373185968,6.915128033
200650_s_at,9.107631892,9.197001808,8.673119437,9.616971467,8.968459875,9.10680042,8.734012789,8.847474877,8.450903805,9.07608872,9.209349882,9.10726613,9.287940098,8.812411793,8.739952669,8.485021178,8.703656161,9.118400506,8.464151,8.771773392,8.97546578,9.010070707,8.820271137,8.418278523,8.625060562,8.450754199
200651_at,8.551497995,8.461215257,7.538920667,8.687509641,8.121807119,8.462335658,8.291045131,8.244833135,7.90915892,8.3702465,8.524585799,8.454998588,8.496153399,8.334807633,8.316520274,8.660687291,8.194698808,8.502241977,7.564808852,8.205136456,8.390495538,8.463264849,8.207892444,8.475912758,8.177122488,7.769632063
200652_at,8.525002618,8.445439369,7.826243594,8.802793098,8.180320875,8.531628499,8.51175845,8.074960359,8.175941552,8.521703007,8.42105667,8.449363928,8.769413876,8.320009742,8.420660264,8.100919885,8.325257567,8.495192951,7.781973234,8.242887916,8.731917399,8.450647324,8.429890863,8.332115841,8.098338846,7.734865009
200654_at,8.487743783,8.324627341,7.329159351,8.737869702,8.078440136,8.458673852,8.475495814,8.054744948,7.736700032,8.349105846,8.208246624,6.858565035,8.672006509,7.950537683,8.31818112,7.341743054,8.082185981,8.474619664,7.133295955,7.763828806,8.777879125,8.228257,8.325669424,7.649025735,7.672059654,7.657141006
200655_s_at,9.342324318,9.411230134,9.247896239,9.135659928,8.971232567,9.400233194,8.794537008,9.10586835,8.723101058,9.256880387,9.475001995,9.262372893,9.370484484,8.943741153,8.865339873,9.009288493,8.812218238,9.355479138,9.604939997,9.037616609,9.269005428,9.087279684,9.008468956,9.083256719,9.332558005,9.269599356
200657_at,8.776398626,8.790710414,8.167493861,9.147283419,8.630825402,8.952527733,8.55033779,8.584814456,8.234564993,8.659664504,8.397034837,8.873832135,8.870466356,8.658206524,8.451395211,8.400007477,8.433420202,8.821216023,8.151823414,8.428471261,8.596096789,8.631414336,8.278402865,8.375468324,8.335335527,8.028552975
200660_at,5.917010361,5.945158794,7.194737106,5.621849092,5.594339563,5.897428555,6.082675427,6.824699704,6.613518438,6.121834698,6.013470627,5.709433146,6.033326001,7.110777752,6.713806386,5.950642553,6.243778476,6.159095388,6.915028763,7.956546873,5.630494679,5.843544417,6.374343157,6.001662372,7.401353357,6.638698671
200663_at,8.033366462,8.033917882,8.460114774,6.286556598,6.603266088,7.877397186,7.666034554,8.328354444,7.685611187,8.115580653,8.526985094,7.214062816,8.261965402,8.346523487,7.876638461,7.054449658,7.283448229,7.894355349,7.646592585,7.724225676,7.970636758,7.977419246,7.720594782,7.87838267,8.208818496,8.083359473
200673_at,7.596392304,7.585991847,8.128319678,6.902843235,7.081876639,7.521859252,7.509937824,8.09440897,7.671826798,7.795728837,8.329103028,7.16919604,8.003028666,8.060634769,7.582178251,7.598499575,7.515344571,7.768110379,7.25396566,7.798358904,7.930709677,7.782515432,7.6309951,7.817987696,7.630267068,7.892788184
200674_s_at,9.343883015,9.346958247,9.189075877,9.623290729,9.12755641,9.260662695,8.663127351,9.432931771,8.595930432,9.311099317,9.462599909,9.297682528,9.255762967,9.168570011,8.708705715,9.623290729,8.795430805,9.164662858,10.05365603,9.540636432,9.184837932,9.184643005,9.083620017,8.981555941,9.211239967,8.918275375
200677_at,7.302496424,7.432483808,8.249287602,7.021619535,7.208970366,7.315484489,7.419560423,8.16314337,7.719040988,7.617120238,7.40956034,7.652213254,7.555957393,7.960847052,7.528600548,7.606287932,7.624032877,7.567604174,7.948526568,8.228070081,6.964230126,7.453793595,7.41950048,7.503730548,8.241782187,7.601852009
200678_x_at,7.015083857,7.219495617,8.595616126,6.200509174,7.26038204,6.849702348,7.719573989,8.360141641,8.377172215,7.691291459,7.337978038,7.378883276,7.603748406,8.239910194,8.11707377,7.334655668,8.017670119,7.744136628,7.9593109,9.12552295,7.155005906,7.529567562,7.757948942,7.689828669,8.747780966,7.732369222
200680_x_at,9.253974409,9.308093021,8.77270325,9.425838773,9.14619644,9.296664846,8.749986038,8.812724379,8.615118132,9.299193385,9.234925662,9.207857292,9.292712672,8.899608004,8.786548347,9.094435571,8.729995455,9.277587721,8.810325385,8.831755725,9.152690072,9.140132477,8.970215958,8.843124351,8.830879211,8.978874788
200682_s_at,7.211630531,7.376195186,6.91095017,8.047637462,7.45795545,7.206599819,7.241437914,7.090076836,6.893859174,7.08640343,7.118583305,7.889908655,7.578350055,7.442785591,7.358257486,7.265849216,7.119878327,7.573582649,6.436150368,7.368844291,7.038608087,6.944183636,7.191354026,6.467388119,7.001063456,6.699007608
200686_s_at,9.026309355,8.919332776,8.742526344,9.356671991,9.425427558,9.306495649,8.766596907,8.883986769,8.88584216,8.680348918,9.481016154,9.036950806,8.85485044,8.829943416,8.888880878,9.081449623,8.898748047,8.64453044,8.5043916,8.591762486,8.962481395,8.946465968,8.907314517,8.930136931,8.818008642,8.845114689
200689_x_at,9.147155601,9.184519874,8.763912634,9.559390319,9.104668697,9.191269677,8.716732338,9.356637436,8.627212836,9.28631945,9.532691951,9.214212864,9.219627116,8.998903035,8.752154636,9.489153229,8.788852584,9.224479936,9.164191716,9.226233406,9.161066091,9.180952755,9.06071444,9.062350674,9.031141933,8.714288412
200693_at,7.957002238,8.037543185,7.123350413,7.944243906,7.594028891,8.142761526,7.914252279,7.304045089,7.371740836,7.865226341,7.615889589,8.06325187,8.114294787,7.770307624,7.838303883,7.156332632,7.57322289,8.057630862,7.145353851,7.478395785,7.816336368,7.787050021,7.489915031,7.322114054,7.420638784,7.594834084
